location_0,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,location_9,location_10,location_11,total_sqft,bath,balcony,BHK,price_per_sqft,Carpet  Area,Plot  Area,Super built-up  Area
0,0,0,0,0,0,0,1,0,1,0,0,0.9556923093636365,2.2524636039356216,0.5466650159865664,1.371805359220534,1.7460660060393725,0,0,1
0,0,0,0,0,0,0,1,0,1,0,1,0.1366594495276487,0.4049174673828566,-0.701847983655837,0.3536590809818387,-0.1140766613194768,0,1,0
0,0,0,0,0,0,0,1,0,1,1,0,-0.8599758891111089,-1.4426286691699084,-1.9503609832982403,-1.6826334754955519,-0.32504738466357375,0,0,1
0,0,0,0,0,0,0,1,0,1,1,1,-0.27325341449481566,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.43820319474084213,0,0,1
0,0,0,0,0,0,0,1,1,0,0,0,-0.7410456577699684,-1.4426286691699084,-0.701847983655837,-0.6644871972568566,-0.6736539602554913,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,0.012179140723921596,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.3058087726565496,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,-0.3517473671799684,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.49654091344687773,0,0,0
0,0,0,0,0,0,0,1,1,0,1,0,-0.45164876150652644,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.4128884285132841,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,0.698010141457832,1.3286905356592391,-1.9503609832982403,1.371805359220534,0.2910098131115778,0,0,1
0,0,0,0,0,0,0,1,1,0,1,1,-0.4120053510594796,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.7323210945199388,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1,0.13110937206506212,-0.5188556008935259,0.5466650159865664,0.3536590809818387,0.16451145037759435,0,0,1
0,0,0,0,0,0,0,1,1,1,0,0,0.07798720206601936,0.4049174673828566,1.7951780156289698,0.3536590809818387,-0.700120423464432,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0.2619326265403167,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.045553586141628265,0,0,1
0,0,0,0,0,0,0,1,1,1,0,1,-0.7093309294123309,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.27894786646271197,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,-0.4159696921041843,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.49290070235038674,0,0,1
0,0,0,0,0,0,0,1,1,1,1,1,0.1025661165431884,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.22744496122381733,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,-0.2415386861371782,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.4693433371186694,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,-0.3580903128514959,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.5686602475280043,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,-0.23678147688353257,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.012950281515404307,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,-0.2700819416590519,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.7865014205361672,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,-0.7886177503064247,-1.4426286691699084,-1.9503609832982403,-1.6826334754955519,0.007071042082780073,0,0,1
0,0,0,0,0,0,1,0,0,1,0,0,-0.2092372353049244,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,0.1426552757792007,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.495256512998278,-0.5188556008935259,-1.9503609832982403,-0.6644871972568566,-0.697184175618306,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,-0.10754395882615987,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,0.0468666818598431,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.6300441085182372,-1.4426286691699084,-0.701847983655837,-0.6644871972568566,2.3896085502667304,0,0,0
0,0,0,0,0,0,1,0,0,1,0,1,-0.5753362021013126,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.5192432459228881,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,-0.25739605031599694,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.5686602475280043,0,0,1
0,0,0,0,0,0,1,0,0,1,1,0,0.05975123326037781,0.4049174673828566,-0.701847983655837,0.3536590809818387,-0.09027814810719446,0,1,0
0,0,0,0,0,0,1,0,0,1,1,1,0.32932642430029635,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.42682391111966494,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,-0.32478984807597655,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,0.006057304179074555,0,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0.004250458634512229,-0.5188556008935259,1.7951780156289698,0.3536590809818387,-0.3883500989813628,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,-0.3128968249418625,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.6336113130591224,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,1.2807682750294205,-0.5188556008935259,-0.701847983655837,1.371805359220534,-0.07750501648151298,0,0,1
0,0,0,0,0,0,0,1,1,0,1,1,-0.07503636225958146,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,1.4486063411520609,0,0,1
0,0,0,0,0,0,1,0,1,0,1,1,-0.5983293801605998,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.22746446292452352,0,0,1
0,0,0,0,0,0,1,0,1,1,0,0,2.220317102624431,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.20257203231732193,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,-0.5943650391158951,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,0.049246137946411216,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,3.255010115292354,2.2524636039356216,1.7951780156289698,1.371805359220534,1.2252105199512657,0,0,0
0,0,0,0,0,0,1,0,1,1,0,1,-0.3446115532995,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.6032341324273943,0,0,1
0,0,0,0,0,0,1,0,1,1,1,0,1.1142659511518238,5.02378280876477,-1.9503609832982403,5.444390472175315,-0.3933554298809089,0,1,0
0,0,0,0,0,0,1,0,0,1,0,0,-0.3921836458359562,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.16038002801112627,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,-0.3604689174783187,-0.5188556008935259,1.7951780156289698,-0.6644871972568566,-0.6083212200929946,0,1,0
0,0,0,0,0,0,1,0,1,1,1,1,-0.29703946076304377,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.3920425562023394,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,-0.4675061256853452,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.6376753429238284,0,0,0
0,0,0,0,0,0,1,0,0,1,0,1,-0.18762364792919448,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.08893695443517058,0,0,1
0,0,0,0,0,0,1,1,0,0,0,1,-0.020328455842656815,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.03203070362392022,0,0,1
0,0,0,0,0,0,0,0,1,0,0,1,-0.28118209658422505,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.15826633988932376,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,0.3919630128066304,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.09559040290270904,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,-0.3081396156882169,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.5537252358166153,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.35254023538890933,-0.5188556008935259,1.7951780156289698,-0.6644871972568566,-0.6788769142376263,0,0,0
0,0,0,0,0,0,1,0,1,0,1,1,0.7265533969797057,0.4049174673828566,1.7951780156289698,0.3536590809818387,0.4469182324333366,0,0,1
0,0,0,0,0,0,1,1,0,0,1,0,2.2242814436691356,3.176236672212004,1.7951780156289698,3.4080979156979243,-0.1494593060484801,0,0,1
0,0,0,0,0,0,1,1,0,0,1,1,0.05182255117096844,-0.5188556008935259,0.5466650159865664,0.3536590809818387,0.00514127595283458,0,0,1
0,0,0,0,0,0,1,1,0,1,0,0,1.2756146316713044,-0.5188556008935259,-0.701847983655837,1.371805359220534,0.16915407819806522,0,0,1
0,0,0,0,0,0,1,1,0,1,0,1,-0.21299543061530446,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.10127965033092404,0,0,1
0,0,0,0,0,0,1,1,0,1,1,0,-0.2137882988242454,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.41209236668222876,0,0,1
0,0,0,0,0,0,1,1,0,1,1,1,-0.0758292304685224,2.2524636039356216,0.5466650159865664,0.3536590809818387,0.12028034082741758,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,1.1142659511518238,4.100009740488387,0.5466650159865664,3.4080979156979243,0.16724163086825578,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0.05578689221567312,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.24472866731420623,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,-0.7029879837408034,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.25897502064563704,0,0,1
0,0,0,0,0,0,1,1,0,1,0,0,-0.42389837419359366,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.19858194974460897,0,0,0
0,0,0,0,0,0,0,1,1,0,1,1,-0.4714704667300499,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,0.16724163086825578,0,0,1
0,0,0,0,0,0,1,1,1,0,1,0,-0.4714704667300499,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.8206905607605579,0,0,1
0,0,0,0,0,0,1,1,1,0,1,1,-0.1146797727066283,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.3546935636223459,0,0,1
0,0,0,0,0,0,1,1,0,0,1,0,-0.3128968249418625,1.3286905356592391,0.5466650159865664,1.371805359220534,1.5887556063393518,0,0,0
0,0,0,0,0,0,0,1,1,1,1,0,-0.23678147688353257,-0.5188556008935259,1.7951780156289698,-0.6644871972568566,-0.03148854410631579,0,0,1
0,0,0,0,0,0,1,1,1,1,0,0,-0.04332163390194398,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.11045672761045837,0,0,1
0,0,0,0,0,0,1,1,1,1,0,1,1.0302219210040846,1.3286905356592391,-0.701847983655837,1.371805359220534,0.5194066123616842,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.20982395777954072,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.6474606496834304,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,-0.3128968249418625,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.21316351749724877,0,0,0
0,0,0,0,0,0,0,1,1,0,0,1,-0.3128968249418625,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.2873695724573625,0,0,1
0,0,0,0,0,0,1,1,1,1,1,1,0.7194175830992373,0.4049174673828566,1.7951780156289698,0.3536590809818387,-0.18939719811810904,0,0,1
0,0,0,0,0,0,1,1,1,0,0,0,-0.7489743398593778,-1.4426286691699084,-0.701847983655837,-0.6644871972568566,-0.8861880107592955,0,1,0
0,0,0,0,0,0,0,1,0,1,0,1,0.6385450257872617,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.012950281515404307,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,-0.4659203892674633,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.4886306857721701,0,0,1
0,0,0,0,0,0,0,1,0,0,1,1,-0.3128968249418625,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.5134833714700155,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1,-0.49842798583404174,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.2734762003861897,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0.028036504902740334,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.07006632736298582,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0.0359651869921497,0.4049174673828566,0.5466650159865664,0.3536590809818387,1.8402429637311812,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,-0.6443157362791742,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,0.19612149406359083,0,0,1
0,0,0,0,0,1,0,0,0,1,0,1,-0.2653247324054063,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.24119337053470707,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0.1628241004226996,0.4049174673828566,1.7951780156289698,0.3536590809818387,0.08715633647551803,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,-0.14401589643744298,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.23930601009360436,0,0,1
0,0,0,0,0,1,0,0,0,1,1,1,-0.3794977544929012,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.3970152417214373,0,0,1
0,0,0,0,0,1,0,0,1,0,0,0,-0.05125031599135335,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.793781901844598,0,0,1
0,0,0,0,0,1,0,0,1,0,0,1,1.6692736974104796,1.3286905356592391,-0.701847983655837,1.371805359220534,-0.05353404556577827,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0.7154532420545325,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.1675001462951422,0,0,0
0,0,0,0,0,1,0,0,1,0,1,0,-0.04332163390194398,-0.5188556008935259,1.7951780156289698,0.3536590809818387,-0.5160835433658839,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,-0.1257799276318014,0.4049174673828566,-0.701847983655837,0.3536590809818387,-0.26391394778791133,0,0,1
0,0,0,0,0,1,0,0,1,0,1,1,-0.3921836458359562,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,0.12355874301767147,0,0,1
0,0,0,0,0,1,0,0,1,1,0,0,-0.13291574151226984,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.5058222763282328,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,0.3697627029562841,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.8169000670410768,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,3.1848412788010805,1.3286905356592391,-1.9503609832982403,1.371805359220534,0.5277217891893763,0,0,1
0,0,0,0,0,1,0,0,1,1,0,1,0.8367620780224959,1.3286905356592391,0.5466650159865664,1.371805359220534,-0.15461058999312458,0,0,0
0,0,0,0,0,0,1,0,0,0,1,1,-0.24788163180870568,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.23043620384638455,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,-0.43182705628300305,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.7365781201354996,0,0,1
0,0,0,0,0,0,0,1,0,1,0,1,0.004250458634512229,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.5385100259677462,0,0,1
0,0,0,0,0,1,0,0,1,1,1,0,-0.5150782182218014,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.1416587903608757,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.07503636225958146,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.26521895885252844,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,0.21832487504856518,0.4049174673828566,1.7951780156289698,0.3536590809818387,-0.10127965033092404,0,0,1
0,0,0,0,0,1,0,0,1,1,1,1,0.004250458634512229,0.4049174673828566,-0.701847983655837,0.3536590809818387,-0.3883500989813628,0,0,1
0,0,0,0,0,0,0,1,1,1,0,0,-0.5666146518029623,-1.4426286691699084,-0.701847983655837,-0.6644871972568566,-1.064069770420088,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,-0.3128968249418625,1.3286905356592391,-1.9503609832982403,1.371805359220534,2.689928404239497,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,-0.047285974946648664,0.4049174673828566,0.5466650159865664,0.3536590809818387,-0.21544607881951736,0,0,1
0,0,0,0,0,1,0,1,0,0,0,1,-0.5111138771770968,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.07301425230995767,0,0,0
0,0,0,0,0,1,0,1,0,0,1,0,-0.1860379115113126,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.366267756777483,0,0,0
0,0,0,0,0,1,0,1,0,0,1,1,-0.413194653372891,-0.5188556008935259,-1.9503609832982403,-0.6644871972568566,-0.30588453311753205,0,0,1
0,0,0,0,0,1,0,1,0,1,0,0,-0.24946736822658758,0.4049174673828566,-0.701847983655837,0.3536590809818387,-0.5685420113650229,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.2653247324054063,-0.5188556008935259,0.5466650159865664,0.3536590809818387,0.10717766007370241,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,2.7000023690336974,5.02378280876477,-0.701847983655837,5.444390472175315,-0.3132701354881711,0,0,0
0,0,0,0,0,0,0,0,1,1,0,1,1.1539093615988707,2.2524636039356216,-0.701847983655837,2.389951637459229,0.1633030098325474,0,1,0
0,0,0,0,0,0,0,1,1,0,0,1,-0.025046021685855423,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.09940187267708817,0,0,1
0,0,0,0,0,1,0,1,0,1,0,1,-0.4714704667300499,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.07301425230995767,0,1,0
0,0,0,0,0,1,0,1,0,1,1,0,-0.33906147583691343,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.6136414581591337,0,0,1
0,0,0,0,0,0,0,1,1,1,1,0,1.9071341600927607,4.100009740488387,0.5466650159865664,4.426244193936619,-0.1631102085017877,0,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0.18502441027304584,0.4049174673828566,-0.701847983655837,0.3536590809818387,-0.06880846004425589,0,0,1
0,0,0,0,0,1,0,1,0,1,1,1,-0.5586859697135529,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.5697230444986237,0,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0.01376487714180347,0.4049174673828566,1.7951780156289698,0.3536590809818387,-0.8179267238513415,0,0,1
0,0,0,0,0,1,0,1,1,0,0,1,0.09146596161801528,1.3286905356592391,0.5466650159865664,0.3536590809818387,-0.23163933541417,0,0,1
0,0,0,0,0,0,1,1,0,1,0,0,-0.5055637997145102,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.05845328969309616,0,0,0
0,0,0,0,0,0,0,1,1,0,1,1,-0.27325341449481566,-0.5188556008935259,1.7951780156289698,0.3536590809818387,-0.668848842591927,0,0,1
0,0,0,0,0,0,1,1,1,1,0,1,0.9517279683189318,1.3286905356592391,-0.701847983655837,0.3536590809818387,0.5054909690815903,0,0,1
0,0,0,0,0,0,1,1,1,0,0,0,-0.3723619406124328,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.44674562614273416,0,0,1
0,0,0,0,0,1,0,1,1,0,1,0,-0.45561310255123116,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.793781901844598,0,0,1
0,0,0,0,0,1,0,1,1,0,1,1,-0.3128968249418625,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.5134833714700155,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,0.11128766684153871,0.4049174673828566,1.7951780156289698,0.3536590809818387,0.35487662896997285,0,0,1
0,0,0,0,0,1,0,1,1,1,0,0,0.3610411526579338,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.1848213296373933,0,0,1
0,0,0,0,0,1,0,1,1,1,0,1,1.7089171078575265,1.3286905356592391,-1.9503609832982403,1.371805359220534,3.354636347699221,0,0,1
0,0,0,0,0,0,0,0,1,0,1,0,-0.193966593600722,-0.5188556008935259,1.7951780156289698,0.3536590809818387,-0.660306411190035,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0,-0.42151976956677084,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.7912957167881912,0,0,1
0,0,0,0,0,1,0,1,1,1,1,0,0.24528239415255704,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.37822263752475416,0,0,1
0,0,0,0,0,1,0,1,1,1,1,1,2.065707801880948,1.3286905356592391,0.5466650159865664,1.371805359220534,0.8880092804028962,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0.32139774221088696,0.4049174673828566,-0.701847983655837,0.3536590809818387,0.5876894264301293,0,0,1
0,0,0,0,0,1,1,0,0,0,0,1,-0.2791999260618727,-0.5188556008935259,-1.9503609832982403,-0.6644871972568566,-0.6736056190315117,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,-0.1345014779301517,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.2500449030728517,0,0,1
0,0,0,0,0,0,1,1,0,1,1,0,-0.07503636225958146,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.4814492537129205,0,0,1
0,0,0,0,0,0,0,1,0,1,0,1,-0.42389837419359366,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.15461058999312458,0,0,1
0,0,0,0,0,0,0,1,0,1,0,1,-0.09882240852780956,-0.5188556008935259,0.5466650159865664,0.3536590809818387,-0.3704739171972697,0,0,1
0,0,0,0,0,1,1,0,0,0,1,0,-0.9075479816475651,-1.4426286691699084,-0.701847983655837,-1.6826334754955519,-0.9272573924991611,0,1,0
0,0,0,0,0,1,1,0,0,0,1,1,-0.3509544989710275,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.16936687212622042,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,-0.193966593600722,-0.5188556008935259,-0.701847983655837,0.3536590809818387,-0.5179325544918345,0,0,1
0,0,0,0,0,1,1,0,0,1,0,1,-0.035392951812534615,0.4049174673828566,1.7951780156289698,0.3536590809818387,-0.5070248799867303,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,-0.07503636225958146,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.08715633647551803,0,0,0
0,0,0,0,0,1,1,0,0,1,1,0,-0.947191392094612,-1.4426286691699084,-1.9503609832982403,-1.6826334754955519,-0.6736539602554913,0,0,1
0,0,0,0,0,0,0,0,1,1,0,1,-0.7053665883676262,-1.4426286691699084,0.5466650159865664,-1.6826334754955519,0.7687333100307332,0,0,1
0,0,0,0,0,1,1,0,0,1,1,1,-0.6538301547864653,-1.4426286691699084,-0.701847983655837,-0.6644871972568566,-0.39127529236421454,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,-0.27959636016634315,-0.5188556008935259,1.7951780156289698,-0.6644871972568566,-0.5279915769759465,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,0.08353727952860591,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.676018795245649,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0.4355707642983819,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.11031533018983572,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0.08670875236436966,0.4049174673828566,0.5466650159865664,0.3536590809818387,0.036398051297022144,0,0,0
0,0,0,0,0,1,1,0,1,0,0,1,-0.4159696921041843,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.3469508667748366,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,0.1992960380339827,0.4049174673828566,0.5466650159865664,0.3536590809818387,2.3899339238896693,0,0,1
0,0,0,0,0,0,0,1,1,0,0,1,-0.20189527569013135,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.5158739772727841,0,0,1
0,0,0,0,0,1,1,0,1,0,1,0,-0.45164876150652644,-0.5188556008935259,-0.701847983655837,-0.6644871972568566,-0.43632802687213407,0,0,1
0,0,0,0,0,1,1,0,1,0,1,1,-0.2514495387489399,-0.5188556008935259,-1.9503609832982403,-0.6644871972568566,-0.44632769897043023,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,-0.3128968249418625,-0.5188556008935259,0.5466650159865664,-0.6644871972568566,-0.4734407242736468,0,0,0
0,0,0,0,0,1,1,0,1,1,0,0,0.5196147944461211,1.3286905356592391,-0.701847983655837,1.371805359220534,-0.33996523361908376,0,1,0
